ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
ATLCP,"Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock, no par value p",stocks,us,XNAS,PFD,True,usd,0001464343,,,2022-05-09T00:00:00Z
ATLO,AMES National Corp,stocks,us,XNAS,CS,True,usd,0001132651,BBG000BHLJW9,BBG001S7RMM9,2022-05-09T00:00:00Z
ATMP,iPath Select MLP ETN,stocks,us,BATS,ETF,True,usd,0000312070,BBG0047C1H17,BBG0047C1HS8,2022-05-09T00:00:00Z
ATNF,180 Life Sciences Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001690080,BBG00H1CP0B4,BBG00H1CP113,2022-05-09T00:00:00Z
ATNFW,180 Life Sciences Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001690080,BBG00H1CP5Z7,,2022-05-09T00:00:00Z
ATNI,"ATN International, Inc",stocks,us,XNAS,CS,True,usd,0000879585,BBG000F8RCH1,BBG001S9SMF2,2022-05-09T00:00:00Z
ATNM,"Actinium Pharmaceuticals, Inc",stocks,us,XASE,CS,True,usd,0001388320,BBG000RQZ245,BBG001SV3L17,2022-05-09T00:00:00Z
ATNX,"Athenex, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001300699,BBG00BNJKB74,BBG00BNJKB92,2022-05-09T00:00:00Z
ATO,Atmos Energy Corporation,stocks,us,XNYS,CS,True,usd,0000731802,BBG000BRNGM2,BBG001S5VG05,2022-05-09T00:00:00Z
ATOM,Atomera Incorporated Common Stock,stocks,us,XNAS,CS,True,usd,0001420520,BBG00D88BWP5,BBG00D88BWQ4,2022-05-09T00:00:00Z
ATOS,"Atossa Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001488039,BBG002NCD8C8,BBG002NCD954,2022-05-09T00:00:00Z
ATR,"AptarGroup, Inc.",stocks,us,XNYS,CS,True,usd,0000896622,BBG000BGX2S0,BBG001S78MT3,2022-05-09T00:00:00Z
ATRA,"Atara Biotherapeutics, Inc",stocks,us,XNAS,CS,True,usd,0001604464,BBG005Q3MQY4,BBG005Q3MR36,2022-05-09T00:00:00Z
ATRC,"AtriCure, Inc.",stocks,us,XNAS,CS,True,usd,0001323885,BBG000BL6CB5,BBG001SD43V3,2022-05-09T00:00:00Z
ATRI,Atrion Corp,stocks,us,XNAS,CS,True,usd,0000701288,BBG000DTT624,BBG001S8VWL1,2022-05-09T00:00:00Z
ATRO,Astronics Corp,stocks,us,XNAS,CS,True,usd,0000008063,BBG000BCLBY5,BBG001S5NYK3,2022-05-09T00:00:00Z
ATRS,"Antares Pharma, Inc.",stocks,us,XNAS,CS,True,usd,0001016169,BBG000N8K8B4,BBG001SD2LH1,2022-05-09T00:00:00Z
ATSG,"Air Transport Services Group, Inc.",stocks,us,XNAS,CS,True,usd,0000894081,BBG000BLW5F7,BBG001S8KJF9,2022-05-09T00:00:00Z
ATTO,Atento S.A.,stocks,us,XNYS,CS,True,usd,0001606457,,,2022-05-09T00:00:00Z
ATUS,"Altice USA, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001702780,BBG00GFMPRK0,BBG00GFMPS82,2022-05-09T00:00:00Z
ATVC,Tribe Capital Growth Corp I Class A common stock,stocks,us,XNAS,CS,True,usd,0001831874,BBG00Z4HVQ17,BBG00Z4HVQW3,2022-05-09T00:00:00Z
ATVCU,Tribe Capital Growth Corp I Units,stocks,us,XNAS,UNIT,True,usd,0001831874,BBG00Z19S0B8,BBG00Z19S199,2022-05-09T00:00:00Z
ATVCW,Tribe Capital Growth Corp I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001831874,BBG00ZSJK8V6,,2022-05-09T00:00:00Z
ATVI,Activision Blizzard Inc.,stocks,us,XNAS,CS,True,usd,0000718877,BBG000CVWGS6,BBG001S6C009,2022-05-09T00:00:00Z
ATXI,"Avenue Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001644963,BBG00GLTS4V4,BBG00GLTS5K3,2022-05-09T00:00:00Z
ATXS,"Astria Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001454789,BBG000QSGWX5,BBG001T8KDC4,2022-05-09T00:00:00Z
ATY,AcuityAds Holdings Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001861233,BBG00F0FWT12,BBG0027T1SM7,2022-05-09T00:00:00Z
AU,AngloGold Ashanti Limited,stocks,us,XNYS,ADRC,True,usd,0001067428,BBG000BCMDR8,BBG001S5NYW0,2022-05-09T00:00:00Z
AUB,Atlantic Union Bankshares Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000883948,BBG000BKS4S3,BBG001S7GJV8,2022-05-09T00:00:00Z
AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership intere,stocks,us,XNAS,PFD,True,usd,0000883948,,,2022-05-09T00:00:00Z
AUBN,Auburn National Bancorporation,stocks,us,XNAS,CS,True,usd,0000750574,BBG000BNFKK3,BBG001S6RJQ4,2022-05-09T00:00:00Z
AUD,"Audacy, Inc.",stocks,us,XNYS,CS,True,usd,0001067837,BBG000C55NZ0,BBG001S9SL91,2022-05-09T00:00:00Z
AUDC,AudioCodes Ltd,stocks,us,XNAS,CS,True,usd,0001086434,,,2022-05-09T00:00:00Z
AUGX,"Augmedix, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001769804,BBG006674MJ1,BBG006674MM7,2022-05-09T00:00:00Z
AUGZ,TrueShares Structured Outcome (August) ETF,stocks,us,BATS,ETF,True,usd,,BBG00WFDGZF3,BBG00WFDH069,2022-05-09T00:00:00Z
AUID,Ipsidy Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001534154,BBG0081VR7H9,BBG0081VR7J7,2022-05-09T00:00:00Z
AUMN,Golden Minerals Company,stocks,us,XASE,CS,True,usd,0001011509,BBG000LKCT40,BBG001SSGJB4,2022-05-09T00:00:00Z
AUPH,Aurinia Pharmaceuticals Inc,stocks,us,XNAS,CS,True,usd,0001600620,BBG000BCRJM5,BBG001S68013,2022-05-09T00:00:00Z
AUR,"Aurora Innovation, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001828108,BBG00Z92Y6X1,BBG00Z92Y6Y0,2022-05-09T00:00:00Z
AURA,"Aura Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001501796,BBG00226DGM5,BBG00226DGP2,2022-05-09T00:00:00Z
AURC,Aurora Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001835856,,,2022-05-09T00:00:00Z
AURCU,Aurora Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001835856,,,2022-05-09T00:00:00Z
AURCW,Aurora Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001835856,,,2022-05-09T00:00:00Z
AUROW,"Aurora Innovation, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,,BBG010SBLF79,,2022-05-09T00:00:00Z
AUS,Austerlitz Acquisition Corporation I,stocks,us,XNYS,CS,True,usd,0001838207,,,2022-05-09T00:00:00Z
AUS.U,"Austerlitz Acquisition Corporation I Units, each consisting of one Class A ordinary share and one-fo",stocks,us,XNYS,UNIT,True,usd,0001838207,,,2022-05-09T00:00:00Z
AUS.WS,"Austerlitz Acquisition Corporation I Warrants, each whole Warrant exercisable for one Class A Ordina",stocks,us,XNYS,WARRANT,True,usd,0001838207,,,2022-05-09T00:00:00Z
AUSF,Global X Adaptive U.S. Factor ETF,stocks,us,ARCX,ETF,True,usd,0001432353,BBG00LSVL368,BBG00LSVL3Y7,2022-05-09T00:00:00Z
AUST,Austin Gold Corp.,stocks,us,XASE,CS,True,usd,0001817740,BBG00VZQRKP4,BBG00VZQRKT0,2022-05-09T00:00:00Z
AUTL,Autolus Therapeutics plc American Depositary Share,stocks,us,XNAS,ADRC,True,usd,0001730463,BBG00KVT05R6,BBG00KVT06G6,2022-05-09T00:00:00Z
AUTO,"AutoWeb, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001023364,BBG000BP2MF4,BBG001S9K4R7,2022-05-09T00:00:00Z
AUUD,Auddia Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001554818,BBG00Y0537N9,BBG00Y0538H4,2022-05-09T00:00:00Z
AUUDW,Auddia Inc. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001554818,BBG00Y057JS4,,2022-05-09T00:00:00Z
AUVI,"Applied UV, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001811109,BBG00W4SXMY1,BBG00W4SXMZ0,2022-05-09T00:00:00Z
AUVIP,"Applied UV, Inc. 10.5% Series A Cumulative Perpetual Preferred Stock, $0.0001 par value per share",stocks,us,XNAS,PFD,True,usd,0001811109,,,2022-05-09T00:00:00Z
AUY,"Yamana Gold, Inc.",stocks,us,XNYS,CS,True,usd,0001264089,BBG000NSQ9M0,BBG001S7X4Y9,2022-05-09T00:00:00Z
AVA,Avista Corporation,stocks,us,XNYS,CS,True,usd,0000104918,BBG000BCNF74,BBG001S5NZ48,2022-05-09T00:00:00Z
AVAC,Avalon Acquisition Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001836478,BBG00ZN8XMV0,BBG00ZN8XNP5,2022-05-09T00:00:00Z
AVACU,Avalon Acquisition Inc. Units,stocks,us,XNAS,UNIT,True,usd,0001836478,BBG00ZGYP725,BBG00ZGYP7X1,2022-05-09T00:00:00Z
AVACW,Avalon Acquisition Inc. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001836478,BBG0113NTY60,,2022-05-09T00:00:00Z
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001832332,BBG00G6D6H96,BBG00G6D6HB3,2022-05-09T00:00:00Z
AVAL,GRUPO AVAL ACCIONES Y VALORES S.A.,stocks,us,XNYS,ADRC,True,usd,0001504764,BBG004T0ZMF6,BBG004T0ZN64,2022-05-09T00:00:00Z
AVAN,Avanti Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001819608,,,2022-05-09T00:00:00Z
AVAN.U,"Avanti Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one re",stocks,us,XNYS,UNIT,True,usd,0001819608,,,2022-05-09T00:00:00Z
AVAN.WS,"Avanti Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Class A ordinar",stocks,us,XNYS,WARRANT,True,usd,0001819608,,,2022-05-09T00:00:00Z
AVAV,"AeroVironment, Inc.",stocks,us,XNAS,CS,True,usd,0001368622,BBG000GX14P2,BBG001SPPWP6,2022-05-09T00:00:00Z
AVB,"AvalonBay Communities, Inc.",stocks,us,XNYS,CS,True,usd,0000915912,BBG000BLPBL5,BBG001S7J2H8,2022-05-09T00:00:00Z
AVCO,Avalon GloboCare Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001630212,BBG008648HM7,BBG008648HN6,2022-05-09T00:00:00Z
AVCT,"American Virtual Cloud Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001704760,BBG00H3P9MH7,BBG00H3P9MJ5,2022-05-09T00:00:00Z
AVCTW,"American Virtual Cloud Technologies, Inc. Warrant expiring 4/7/2025",stocks,us,XNAS,WARRANT,True,usd,0001704760,BBG00HDDD5N8,,2022-05-09T00:00:00Z
AVD,American Vanguard Corporation,stocks,us,XNYS,CS,True,usd,0000005981,BBG000DPXVW9,BBG001S8KSH7,2022-05-09T00:00:00Z
AVDE,Avantis International Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG00Q9MQ620,BBG00Q9MQ6T1,2022-05-09T00:00:00Z
AVDG,AVDR US LargeCap ESG ETF,stocks,us,BATS,ETF,True,usd,,BBG00YN6XW72,BBG00YN6XX25,2022-05-09T00:00:00Z
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001012477,BBG00FPFX9W4,BBG001SD3F74,2022-05-09T00:00:00Z
AVDR,AVDR US LargeCap Leading ETF,stocks,us,BATS,ETF,True,usd,0001343304,BBG00YN6Z7Y5,BBG00YN6Z8S0,2022-05-09T00:00:00Z
AVDV,Avantis International Small Cap Value ETF,stocks,us,ARCX,ETF,True,usd,,BBG00Q9MR772,BBG00Q9MR7Z1,2022-05-09T00:00:00Z
AVDX,"AvidXchange Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001858257,BBG012MBDFZ9,BBG012MBDGV1,2022-05-09T00:00:00Z
AVEM,Avantis Emerging Markets Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG00Q6ZDX29,BBG00Q6ZDXT0,2022-05-09T00:00:00Z
AVEO,"AVEO Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001325879,BBG000W5G4L3,BBG001T6BKQ7,2022-05-09T00:00:00Z
AVES,Avantis Emerging Markets Value ETF,stocks,us,ARCX,ETF,True,usd,,BBG012NXXFT5,BBG012NXXGN9,2022-05-09T00:00:00Z
AVGO,Broadcom Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001730168,BBG00KHY5S69,BBG00KHY5SY8,2022-05-09T00:00:00Z
AVGOP,"Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock, Series A",stocks,us,XNAS,PFD,True,usd,0001730168,,,2022-05-09T00:00:00Z
AVGR,"Avinger, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001506928,BBG000QCSTC7,BBG001T6V7N7,2022-05-09T00:00:00Z
AVHI,Achari Ventures Holdings Corp. I Common Stock,stocks,us,XNAS,CS,True,usd,0001844507,BBG01223ZTC0,BBG01223ZV80,2022-05-09T00:00:00Z
AVHIU,Achari Ventures Holdings Corp. I Unit,stocks,us,XNAS,UNIT,True,usd,0001844507,BBG01222V2V4,BBG01222V3P9,2022-05-09T00:00:00Z
AVHIW,Achari Ventures Holdings Corp. I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001844507,BBG01230FST1,,2022-05-09T00:00:00Z
AVID,Avid Technology Inc,stocks,us,XNAS,CS,True,usd,0000896841,BBG000BHHQ76,BBG001S74L73,2022-05-09T00:00:00Z
AVIG,Avantis Core Fixed Income ETF,stocks,us,ARCX,ETF,True,usd,,BBG00XTVX0Z2,BBG00XTVX1T7,2022-05-09T00:00:00Z
AVIR,"Atea Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001593899,BBG00TZNCJ75,BBG00TZNCJ84,2022-05-09T00:00:00Z
AVIV,Avantis International Large Cap Value ETF,stocks,us,ARCX,ETF,True,usd,,BBG012R45G05,BBG012R45GX9,2022-05-09T00:00:00Z
AVK,Advent Convertible and Income Fund,stocks,us,XNYS,FUND,True,usd,0001219120,BBG000KDPR38,BBG001SJLCH7,2022-05-09T00:00:00Z
AVLR,"Avalara, Inc.",stocks,us,XNYS,CS,True,usd,0001348036,BBG000R4Y9C1,BBG001ST4703,2022-05-09T00:00:00Z
AVLV,Avantis U.S. Large Cap Value ETF,stocks,us,ARCX,ETF,True,usd,,BBG012NL45J6,BBG012NL46D0,2022-05-09T00:00:00Z
AVMU,Avantis Core Municipal Fixed Income ETF,stocks,us,ARCX,ETF,True,usd,,BBG00YFF8NQ8,BBG00YFF8PK9,2022-05-09T00:00:00Z
AVNS,"Avanos Medical, Inc.",stocks,us,XNYS,CS,True,usd,0001606498,BBG005L86G05,BBG005L86G14,2022-05-09T00:00:00Z
AVNT,Avient Corporation,stocks,us,XNYS,CS,True,usd,0001122976,BBG000C8NJ10,BBG001S6RCD3,2022-05-09T00:00:00Z
AVNW,"Aviat Networks, Inc.",stocks,us,XNAS,CS,True,usd,0001377789,BBG000QX48M2,BBG001SSSZS7,2022-05-09T00:00:00Z
AVO,"Mission Produce, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001802974,BBG005C9W679,BBG005C9W688,2022-05-09T00:00:00Z
AVPT,"AvePoint, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001777921,BBG00Q73LFG4,BBG00Q73LFK9,2022-05-09T00:00:00Z
AVPTW,"AvePoint, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001777921,BBG00QRNGY82,,2022-05-09T00:00:00Z
AVRE,Avantis Real Estate ETF,stocks,us,ARCX,ETF,True,usd,,BBG012R477N8,BBG012R478M7,2022-05-09T00:00:00Z
AVRO,"AVROBIO, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001681087,BBG00DJ4T7D1,BBG00DJ4T7F9,2022-05-09T00:00:00Z
AVSC,Avantis U.S. Small Cap Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG014GDZJ95,BBG014GDZKC8,2022-05-09T00:00:00Z
AVSD,Avantis Responsible International Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG0161JYDX0,BBG0161JYFR2,2022-05-09T00:00:00Z
AVSE,Avantis Responsible Emerging Markets Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG0161JWW79,BBG0161JWX22,2022-05-09T00:00:00Z
AVSF,Avantis Short-Term Fixed Income ETF,stocks,us,ARCX,ETF,True,usd,,BBG00XTVX5G2,BBG00XTVX698,2022-05-09T00:00:00Z
AVSU,Avantis Responsible U.S. Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG0161K0614,BBG0161K06W0,2022-05-09T00:00:00Z
AVT,"Avnet, Inc.",stocks,us,XNAS,CS,True,usd,0000008858,BBG000BCPB71,BBG001S5NZJ2,2022-05-09T00:00:00Z
AVTE,"Aerovate Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001798749,BBG00WGHZFH4,BBG00WGHZFJ2,2022-05-09T00:00:00Z
