ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
AMPI.U,"Advanced Merger Partners, Inc. Units, each consisting of one share of Class A common stock and one-s",stocks,us,XNYS,UNIT,True,usd,0001835636,BBG00Z40QH83,BBG00Z40QJ34,2022-05-09T00:00:00Z
AMPI.WS,"Advanced Merger Partners, Inc. Warrants, each whole warrant exercisable for one share of Class A Com",stocks,us,XNYS,WARRANT,True,usd,0001835636,BBG00Z4B43R3,,2022-05-09T00:00:00Z
AMPL,"Amplitude, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001866692,BBG012CDTZY6,BBG012CDTZZ5,2022-05-09T00:00:00Z
AMPS,"Altus Power, Inc.",stocks,us,XNYS,CS,True,usd,0001828723,BBG00Y48ZLF2,BBG00Y48ZM97,2022-05-09T00:00:00Z
AMPS.WS,"Altus Power, Inc. Warrants, each whole warrant exercisable for one share of Class A common stock at",stocks,us,XNYS,WARRANT,True,usd,0001828723,BBG00Z0Z8HN3,,2022-05-09T00:00:00Z
AMPY,Amplify Energy Corp.,stocks,us,XNYS,CS,True,usd,0001533924,BBG00F0YM0Z8,BBG00F0YM1R5,2022-05-09T00:00:00Z
AMR,"Alpha Metallurgical Resources, Inc.",stocks,us,XNYS,CS,True,usd,0001704715,BBG00DGWV035,BBG00DGWV044,2022-05-09T00:00:00Z
AMRC,"Ameresco, Inc.",stocks,us,XNYS,CS,True,usd,0001488139,BBG000BD1QL6,BBG001S6P9W1,2022-05-09T00:00:00Z
AMRK,"A-Mark Precious Metals, Inc.",stocks,us,XNAS,CS,True,usd,0001591588,BBG005ZVDK48,BBG005ZVDK57,2022-05-09T00:00:00Z
AMRN,Amarin Corp Plc,stocks,us,XNAS,ADRC,True,usd,0000897448,BBG000BPYG99,BBG001SD42R0,2022-05-09T00:00:00Z
AMRS,Amyris Inc.,stocks,us,XNAS,CS,True,usd,0001365916,BBG000DW5XK4,BBG001T20G05,2022-05-09T00:00:00Z
AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001723128,BBG00462PGG0,BBG00462PGH9,2022-05-09T00:00:00Z
AMS,American Shared Hospital Services,stocks,us,XASE,CS,True,usd,0000744825,BBG000BBVZ37,BBG001S5NPF8,2022-05-09T00:00:00Z
AMSC,American Superconductor Corp,stocks,us,XNAS,CS,True,usd,0000880807,BBG000CP3D44,BBG001S70C31,2022-05-09T00:00:00Z
AMSF,"AMERISAFE, Inc.",stocks,us,XNAS,CS,True,usd,0001018979,BBG000Q0JJQ0,BBG001SDH7B2,2022-05-09T00:00:00Z
AMST,Amesite Inc.,stocks,us,XNAS,CS,True,usd,0001807166,BBG00KY7FCW4,BBG00KY7FCX3,2022-05-09T00:00:00Z
AMSWA,"American Software, Inc.",stocks,us,XNAS,CS,True,usd,0000713425,BBG000BBWFN8,BBG001S5NPN9,2022-05-09T00:00:00Z
AMT,American Tower Corporation,stocks,us,XNYS,CS,True,usd,0001053507,BBG000B9XYV2,BBG001S5NPQ6,2022-05-09T00:00:00Z
AMTB,Amerant Bancorp Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001734342,BBG001KHCXD7,BBG001V0P1S2,2022-05-09T00:00:00Z
AMTD,AMTD IDEA Group,stocks,us,XNYS,ADRC,True,usd,0001769731,BBG00PH297Y9,BBG00PH298P7,2022-05-09T00:00:00Z
AMTI,Applied Molecular Transport Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001801777,BBG00R240WL5,BBG00R240WM4,2022-05-09T00:00:00Z
AMTR,ETRACS Alerian Midstream Energy Total Return Index ETN,stocks,us,ARCX,ETN,True,usd,,BBG00XY92M81,BBG00XY92N34,2022-05-09T00:00:00Z
AMTX,"Aemetis, Inc. (DE) Common Stock",stocks,us,XNAS,CS,True,usd,0000738214,BBG000BWBZY9,BBG001SCST33,2022-05-09T00:00:00Z
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",stocks,us,ARCX,ETN,True,usd,0001114446,BBG00B59KB85,BBG00B59KB76,2022-05-09T00:00:00Z
AMWD,American Woodmark Corp,stocks,us,XNAS,CS,True,usd,0000794619,BBG000BBX657,BBG001S5NQ57,2022-05-09T00:00:00Z
AMWL,American Well Corporation,stocks,us,XNYS,CS,True,usd,0001393584,BBG002R1JYY1,BBG002R1JYZ0,2022-05-09T00:00:00Z
AMX,America Movil S.A.B de C.V,stocks,us,XNYS,ADRC,True,usd,0001129137,BBG000CYPVX9,BBG001SGW6H4,2022-05-09T00:00:00Z
AMYT,Amryt Pharma plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001783010,BBG00Q9V0R86,BBG00Q9V0S11,2022-05-09T00:00:00Z
AMZA,InfraCap MLP ETF,stocks,us,ARCX,ETF,True,usd,0001559109,BBG0077X4F42,BBG0077X4F33,2022-05-09T00:00:00Z
AMZN,Amazon.Com Inc,stocks,us,XNAS,CS,True,usd,0001018724,BBG000BVPV84,BBG001S5PQL7,2022-05-09T00:00:00Z
AN,"AutoNation, Inc.",stocks,us,XNYS,CS,True,usd,0000350698,BBG000BBXLW4,BBG001S5NQB0,2022-05-09T00:00:00Z
ANAB,"AnaptysBio, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001370053,BBG0026ZDHR0,BBG0026ZDHT8,2022-05-09T00:00:00Z
ANAC,Arctos NorthStar Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001829558,,,2022-05-09T00:00:00Z
ANAC.U,"Arctos NorthStar Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-fou",stocks,us,XNYS,UNIT,True,usd,0001829558,,,2022-05-09T00:00:00Z
ANAC.WS,"Arctos NorthStar Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary",stocks,us,XNYS,WARRANT,True,usd,0001829558,,,2022-05-09T00:00:00Z
ANAT,"American National Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001801075,BBG00RQ70GQ2,BBG00RQ70GR1,2022-05-09T00:00:00Z
ANDE,Andersons Inc/The,stocks,us,XNAS,CS,True,usd,0000821026,BBG000BF8CN3,BBG001S60FJ9,2022-05-09T00:00:00Z
ANEB,"Anebulo Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001815974,BBG00ZWY5GC8,BBG00ZWY5GD7,2022-05-09T00:00:00Z
ANET,Arista Networks,stocks,us,XNYS,CS,True,usd,0001596532,BBG000N2HDY5,BBG001T51KQ0,2022-05-09T00:00:00Z
ANEW,ProShares MSCI Transformational Changes ETF,stocks,us,ARCX,ETF,True,usd,,BBG00XTVWSW5,BBG00XTVWTQ0,2022-05-09T00:00:00Z
ANF,Abercrombie & Fitch Co.,stocks,us,XNYS,CS,True,usd,0001018840,BBG000H9G7X2,BBG001S97027,2022-05-09T00:00:00Z
ANGH,Anghami Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001871983,,,2022-05-09T00:00:00Z
ANGHW,Anghami Inc. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001871983,,,2022-05-09T00:00:00Z
ANGI,Angi Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001705110,BBG00HVKH3Q0,BBG00HVKH4F0,2022-05-09T00:00:00Z
ANGL,VanEck Fallen Angel High Yield Bond ETF,stocks,us,XNAS,ETF,True,usd,0001137360,BBG002VZY764,BBG002VZY7Y3,2022-05-09T00:00:00Z
ANGN,Angion Biomedica Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001601485,BBG00444GM02,BBG00444GM11,2022-05-09T00:00:00Z
ANGO,"AngioDynamics, Inc.",stocks,us,XNAS,CS,True,usd,0001275187,BBG000BB5621,BBG001S5RPY3,2022-05-09T00:00:00Z
ANIK,Anika Therapeutics Inc,stocks,us,XNAS,CS,True,usd,0000898437,BBG000BBKZD8,BBG001S609X7,2022-05-09T00:00:00Z
ANIP,"ANI Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001023024,BBG000KK1L04,BBG001S9DR85,2022-05-09T00:00:00Z
ANIX,"Anixa Biosciences, Inc.",stocks,us,XNAS,CS,True,usd,0000715446,BBG000BG3J79,BBG001S5Q1P7,2022-05-09T00:00:00Z
ANNX,"Annexon, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001528115,BBG007QVDFG2,BBG007QVDFH1,2022-05-09T00:00:00Z
ANPC,"AnPac Bio-Medical Science Co., Ltd. American Depositary Shares",stocks,us,XNAS,ADRC,True,usd,0001786511,BBG00QRFRFM2,BBG00QRFRGC1,2022-05-09T00:00:00Z
ANSS,Ansys Inc,stocks,us,XNAS,CS,True,usd,0001013462,BBG000GXZ4W7,BBG001S926L8,2022-05-09T00:00:00Z
ANTE,AirNet Technology Inc. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001413745,BBG000BJ8QD5,BBG001SC4W23,2022-05-09T00:00:00Z
ANTM,"ANTHEM, INC.",stocks,us,XNYS,CS,True,usd,0001156039,BBG000BCG930,BBG001S6KBQ8,2022-05-09T00:00:00Z
ANTX,"AN2 Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001880438,BBG00QYLYBK4,BBG00QYLYBL3,2022-05-09T00:00:00Z
ANVS,"Annovis Bio, Inc.",stocks,us,XNYS,CS,True,usd,0001477845,BBG00PN9XD40,BBG00PN9XDJ4,2022-05-09T00:00:00Z
ANY,Sphere 3D Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001591956,BBG004Z3JRW1,BBG001T8QYM1,2022-05-09T00:00:00Z
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001840877,BBG00Z6RQKY6,BBG00Z6RQKZ5,2022-05-09T00:00:00Z
ANZUU,Anzu Special Acquisition Corp I Units,stocks,us,XNAS,UNIT,True,usd,0001840877,BBG00Z6FBHH4,BBG00Z6FBJC5,2022-05-09T00:00:00Z
ANZUW,Anzu Special Acquisition Corp I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001840877,BBG00Z83KPF3,,2022-05-09T00:00:00Z
AOA,iShares Core Aggressive Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD8RP3,BBG001T3YVL0,2022-05-09T00:00:00Z
AOD,Aberdeen Total Dynamic Dividend Fund,stocks,us,XNYS,FUND,True,usd,0001379400,BBG000QC34R3,BBG001SS0YX4,2022-05-09T00:00:00Z
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001881741,BBG012F71ST8,BBG012F71TN2,2022-05-09T00:00:00Z
AOGOU,Arogo Capital Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001881741,BBG012DX37Q0,BBG012DX38K4,2022-05-09T00:00:00Z
AOGOW,Arogo Capital Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001881741,BBG0159G87P1,,2022-05-09T00:00:00Z
AOK,iShares Core Moderate Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD2X85,BBG001T3YTX2,2022-05-09T00:00:00Z
AOM,iShares Core Moderate Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD5M13,BBG001T3YV21,2022-05-09T00:00:00Z
AOMR,"Angel Oak Mortgage, Inc.",stocks,us,XNYS,CS,True,usd,0001766478,BBG0113S8MK2,BBG0113S8ND8,2022-05-09T00:00:00Z
AON,Aon plc Class A,stocks,us,XNYS,CS,True,usd,0000315293,,,2022-05-09T00:00:00Z
AOR,iShares Core Growth Allocation ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000KD76D3,BBG001T3YV58,2022-05-09T00:00:00Z
AORT,"Artivion, Inc.",stocks,us,XNYS,CS,True,usd,0000784199,BBG000BMLVJ6,BBG001SB3CB0,2022-05-09T00:00:00Z
AOS,A.O. Smith Corporation,stocks,us,XNYS,CS,True,usd,0000091142,BBG000BC1L02,BBG001S5NRY3,2022-05-09T00:00:00Z
AOSL,Alpha and Omega Semiconductor Limited,stocks,us,XNAS,CS,True,usd,0001387467,,,2022-05-09T00:00:00Z
AOUT,"American Outdoor Brands, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001808997,BBG00QV8FS02,BBG00QV8FS11,2022-05-09T00:00:00Z
AP,Ampco-Pittsburgh Corp.,stocks,us,XNYS,CS,True,usd,0000006176,BBG000BC20T6,BBG001S5NS08,2022-05-09T00:00:00Z
AP.WS,Ampco-Pittsburgh Corporation Series A Warrants to purchase Shares of common stock,stocks,us,XASE,WARRANT,True,usd,0000006176,BBG00XJFRGH0,,2022-05-09T00:00:00Z
APA,APA Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001841666,BBG00YTS96G2,BBG00YTS96H1,2022-05-09T00:00:00Z
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001844981,,,2022-05-09T00:00:00Z
APACU,StoneBridge Acquisition Corporation Unit,stocks,us,XNAS,UNIT,True,usd,0001844981,,,2022-05-09T00:00:00Z
APACW,StoneBridge Acquisition Corporation Warrant,stocks,us,XNAS,WARRANT,True,usd,0001844981,,,2022-05-09T00:00:00Z
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,stocks,us,XNYS,CS,True,usd,0001517302,BBG001M6CZY1,BBG001V107T3,2022-05-09T00:00:00Z
APCA,AP Acquisition Corp,stocks,us,XNYS,CS,True,usd,0001862993,,,2022-05-09T00:00:00Z
APCA.U,"AP Acquisition Corp Units, each consisting of one Class A ordinary share and one-half of one redeema",stocks,us,XNYS,UNIT,True,usd,0001862993,,,2022-05-09T00:00:00Z
APCA.WS,"AP Acquisition Corp Redeemable Warrants, each whole warrant exercisable for one Class A ordinary sha",stocks,us,XNYS,WARRANT,True,usd,0001862993,,,2022-05-09T00:00:00Z
APCX,AppTech Payments Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001070050,BBG000CC6C60,BBG001SC5638,2022-05-09T00:00:00Z
APCXW,AppTech Payments Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001070050,BBG01463FD02,,2022-05-09T00:00:00Z
APD,"Air Products & Chemicals, Inc.",stocks,us,XNYS,CS,True,usd,0000002969,BBG000BC4JJ4,BBG001S5NSB6,2022-05-09T00:00:00Z
APDN,"Applied DNA Sciences, Inc.",stocks,us,XNAS,CS,True,usd,0000744452,BBG000DGRCY6,BBG001SDFYK5,2022-05-09T00:00:00Z
APEI,"American Public Education, Inc.",stocks,us,XNAS,CS,True,usd,0001201792,BBG000RVD346,BBG001SRS4S8,2022-05-09T00:00:00Z
APEN,"Apollo Endosurgery, Inc.",stocks,us,XNAS,CS,True,usd,0001251769,BBG000K5WM92,BBG001SJHD44,2022-05-09T00:00:00Z
APG,APi Group Corporation,stocks,us,XNYS,CS,True,usd,0001796209,BBG00HXKRGY9,BBG00HVV7984,2022-05-09T00:00:00Z
APGB,Apollo Strategic Growth Capital II,stocks,us,XNYS,CS,True,usd,0001838337,,,2022-05-09T00:00:00Z
APGB.U,"Apollo Strategic Growth Capital II Units, each consisting of one Class A ordinary share, and one-fif",stocks,us,XNYS,UNIT,True,usd,0001838337,,,2022-05-09T00:00:00Z
APGB.WS,"Apollo Strategic Growth Capital II Warrants, each exercisable for one Class A Ordinary Share at an e",stocks,us,XNYS,WARRANT,True,usd,0001838337,,,2022-05-09T00:00:00Z
APH,Amphenol Corporation,stocks,us,XNYS,CS,True,usd,0000820313,BBG000B9YJ35,BBG001S5NSK6,2022-05-09T00:00:00Z
API,"Agora, Inc. American Depositary Shares",stocks,us,XNAS,ADRC,True,usd,0001802883,BBG00V9VKFB5,BBG00V9VKG50,2022-05-09T00:00:00Z
APLD,"Applied Blockchain, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001144879,BBG000DSJYS8,BBG001SK4K76,2022-05-09T00:00:00Z
APLE,"Apple Hospitality REIT, Inc.",stocks,us,XNYS,CS,True,usd,0001418121,BBG006473QX9,BBG006473QY8,2022-05-09T00:00:00Z
APLS,"Apellis Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001492422,BBG007KGRPY4,BBG007KGRPZ3,2022-05-09T00:00:00Z
APLT,"Applied Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001697532,BBG000DD0489,BBG001SMJMY2,2022-05-09T00:00:00Z
APM,Aptorum Group Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001734005,,,2022-05-09T00:00:00Z
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001857662,BBG011QPW5R6,BBG011QPW6L0,2022-05-09T00:00:00Z
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,stocks,us,XNAS,UNIT,True,usd,0001857662,BBG011QPV1R6,BBG011QPV2L0,2022-05-09T00:00:00Z
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,stocks,us,XNAS,WARRANT,True,usd,0001857662,BBG011X1G2F9,,2022-05-09T00:00:00Z
APN,Apeiron Capital Investment Corp,stocks,us,XNYS,CS,True,usd,0001849011,BBG011RTZGP2,BBG011RTZGR0,2022-05-09T00:00:00Z
APN.U,"Apeiron Capital Investment Corp. Units, each consisting of one share of Class A Common Stock and one",stocks,us,XNYS,UNIT,True,usd,0001849011,BBG011LRZ2J0,BBG011LRZ2M6,2022-05-09T00:00:00Z
APN.WS,Apeiron Capital Investment Corp. Redeemable Warrants,stocks,us,XNYS,WARRANT,True,usd,0001849011,BBG0125LRJ74,,2022-05-09T00:00:00Z
APO,"Apollo Global Management, Inc.",stocks,us,XNYS,CS,True,usd,0001858681,BBG00ZNLTFK3,BBG00ZNLTFL2,2022-05-09T00:00:00Z
APOG,Apogee Enterprises Inc,stocks,us,XNAS,CS,True,usd,0000006845,BBG000BC6L61,BBG001S5NSY1,2022-05-09T00:00:00Z
APP,Applovin Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001751008,BBG006HFPX77,BBG006HFPX86,2022-05-09T00:00:00Z
APPF,"AppFolio, Inc. Class A",stocks,us,XNAS,CS,True,usd,0001433195,BBG008GC8CP6,BBG008GC8CS3,2022-05-09T00:00:00Z
APPH,"AppHarvest, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001807707,BBG00VDGP717,BBG00VDGP7T7,2022-05-09T00:00:00Z
APPHW,"AppHarvest, Inc. Warrants",stocks,us,XNAS,WARRANT,True,usd,0001807707,BBG00VDHM6M7,,2022-05-09T00:00:00Z
APPN,Appian Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001441683,BBG001C7PMJ2,BBG001TWHH63,2022-05-09T00:00:00Z
APPS,"Digital Turbine, Inc.",stocks,us,XNAS,CS,True,usd,0000317788,BBG000HZ3562,BBG001SPBG12,2022-05-09T00:00:00Z
APRE,"Aprea Therapeutics, Inc. Common stock",stocks,us,XNAS,CS,True,usd,0001781983,BBG00Q6Q3K37,BBG00Q6Q3KV6,2022-05-09T00:00:00Z
APRN,"Blue Apron Holdings, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001701114,BBG00FPFJTB9,BBG00FPFJTC8,2022-05-09T00:00:00Z
APRZ,TrueShares Structured Outcome (April) ETF,stocks,us,BATS,ETF,True,usd,,BBG00ZVX63F6,BBG00ZVX6482,2022-05-09T00:00:00Z
APSG,Apollo Strategic Growth Capital,stocks,us,XNYS,CS,True,usd,0001820872,,,2022-05-09T00:00:00Z
APSG.U,"Apollo Strategic Growth Capital Units, each consisting of one Class A Ordinary Share and one-third W",stocks,us,XNYS,UNIT,True,usd,0001820872,,,2022-05-09T00:00:00Z
APSG.WS,"Apollo Strategic Growth Capital Warrants, each exercisable for one Class A Ordinary Share at an exer",stocks,us,XNYS,WARRANT,True,usd,0001820872,,,2022-05-09T00:00:00Z
APT,"Alpha Pro Tech, Ltd.",stocks,us,XASE,CS,True,usd,0000884269,BBG000C1H7Y2,BBG001S67MP0,2022-05-09T00:00:00Z
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001845550,,,2022-05-09T00:00:00Z
APTMU,Alpha Partners Technology Merger Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001845550,,,2022-05-09T00:00:00Z
APTMW,Alpha Partners Technology Merger Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001845550,,,2022-05-09T00:00:00Z
APTO,"Aptose Biosciences, Inc.",stocks,us,XNAS,CS,True,usd,0000882361,BBG000F3TXC9,BBG001S9DNY5,2022-05-09T00:00:00Z
APTS,"Preferred Apartment Communities, Inc.",stocks,us,XNYS,CS,True,usd,0001481832,BBG000BGSMF6,BBG001T9FFG9,2022-05-09T00:00:00Z
APTV,Aptiv PLC,stocks,us,XNYS,CS,True,usd,0001521332,,,2022-05-09T00:00:00Z
APTVpA,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,stocks,us,XNYS,,True,usd,0001521332,,,2022-05-09T00:00:00Z
APTX,Aptinyx Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001674365,BBG00CW2TZ77,BBG00CW2TZ86,2022-05-09T00:00:00Z
APVO,Aptevo Therapeutics Inc,stocks,us,XNAS,CS,True,usd,0001671584,BBG009RRZ8C2,BBG009RRZ8D1,2022-05-09T00:00:00Z
APWC,Asia Pacific Wire & Cable Corp,stocks,us,XNAS,CS,True,usd,0001026980,,,2022-05-09T00:00:00Z
APXH,APEX HealthCare ETF,stocks,us,BATS,ETF,True,usd,,BBG012MB0J30,BBG012MB0K00,2022-05-09T00:00:00Z
APXI,APx Acquisition Corp. I Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001868573,,,2022-05-09T00:00:00Z
APXIU,APx Acquisition Corp. I Unit,stocks,us,XNAS,UNIT,True,usd,0001868573,,,2022-05-09T00:00:00Z
APXIW,APx Acquisition Corp. I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001868573,,,2022-05-09T00:00:00Z
APYX,Apyx Medical Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000719135,BBG000F4B671,BBG001S9F304,2022-05-09T00:00:00Z
AQB,"AquaBounty Technologies, Inc.",stocks,us,XNAS,CS,True,usd,0001603978,BBG00FQB2FM3,BBG007HWZ845,2022-05-09T00:00:00Z
AQGX,AI Quality Growth ETF,stocks,us,ARCX,ETF,True,usd,,BBG0132W2RP0,BBG0132W2SK3,2022-05-09T00:00:00Z
AQMS,"Aqua Metals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001621832,BBG009CQH0P3,BBG009CQH0Q2,2022-05-09T00:00:00Z
AQN,Algonquin Power & Utilities Corp,stocks,us,XNYS,CS,True,usd,0001174169,BBG000G28WZ0,BBG001S8LHC5,2022-05-09T00:00:00Z
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due,stocks,us,XNYS,,True,usd,0001174169,,,2022-05-09T00:00:00Z
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July,stocks,us,XNYS,,True,usd,0001174169,,,2022-05-09T00:00:00Z
AQNU,Algonquin Power & Utilities Corp. Corporate Units,stocks,us,XNYS,,True,usd,0001174169,,,2022-05-09T00:00:00Z
AQST,"Aquestive Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001398733,BBG00L9HP0Z0,BBG00L9HP1R7,2022-05-09T00:00:00Z
AQUA,Evoqua Water Technologies Corp. Common Stock,stocks,us,XNYS,CS,True,usd,0001604643,BBG00DPDYDN4,BBG00DPDYDP2,2022-05-09T00:00:00Z
AQWA,Global X Clean Water ETF,stocks,us,XNAS,ETF,True,usd,0001432353,BBG00ZYYP7Z9,BBG00ZYYP8T4,2022-05-09T00:00:00Z
AR,ANTERO RESOURCES CORPORATION,stocks,us,XNYS,CS,True,usd,0001433270,BBG000PW5VX1,BBG001T61KH8,2022-05-09T00:00:00Z
ARAV,"Aravive, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001513818,BBG000R33LG6,BBG001T922D5,2022-05-09T00:00:00Z
ARAY,Accuray Incorporated,stocks,us,XNAS,CS,True,usd,0001138723,BBG000QNRY51,BBG001SFHKJ0,2022-05-09T00:00:00Z
ARB,AltShares Merger Arbitrage ETF,stocks,us,ARCX,ETF,True,usd,,BBG00S7NVQL5,BBG00S7NVRB4,2022-05-09T00:00:00Z
ARBE,Arbe Robotics Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001861841,,,2022-05-09T00:00:00Z
ARBEW,Arbe Robotics Ltd. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001861841,,,2022-05-09T00:00:00Z
ARBG,Aequi Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001823826,BBG00XTHN0D8,BBG00XTHN0F6,2022-05-09T00:00:00Z
ARBGU,Aequi Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001823826,BBG00XS16ZJ0,BBG00XS170C3,2022-05-09T00:00:00Z
ARBGW,Aequi Acquisition Corp. warrants,stocks,us,XNAS,WARRANT,True,usd,0001823826,BBG00YTSR431,,2022-05-09T00:00:00Z
ARBK,Argo Blockchain plc American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001841675,BBG0127RP0J9,BBG0127RP1C4,2022-05-09T00:00:00Z
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,stocks,us,XNAS,,True,usd,0001841675,,,2022-05-09T00:00:00Z
ARC,"ARC Document Solutions, Inc.",stocks,us,XNYS,CS,True,usd,0001305168,BBG000D1FJT3,BBG001SBK704,2022-05-09T00:00:00Z
ARCB,ArcBest Corporation,stocks,us,XNAS,CS,True,usd,0000894405,BBG000C1PFY5,BBG001S686R2,2022-05-09T00:00:00Z
ARCC,Ares Capital Corporation,stocks,us,XNAS,CS,True,usd,0001287750,BBG000PD6X77,BBG001SL96Z9,2022-05-09T00:00:00Z
ARCE,Arco Platform Limited Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001740594,,,2022-05-09T00:00:00Z
ARCH,"Arch Resources, Inc.",stocks,us,XNYS,CS,True,usd,0001037676,BBG00DZB5D77,BBG00DZB5DD0,2022-05-09T00:00:00Z
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001855886,BBG012LSNLP0,BBG012LSNMQ7,2022-05-09T00:00:00Z
ARCKU,Arbor Rapha Capital Bioholdings Corp. I Units,stocks,us,XNAS,UNIT,True,usd,0001855886,BBG012JCR7L9,BBG012JCR8F4,2022-05-09T00:00:00Z
ARCKW,Arbor Rapha Capital Bioholdings Corp. I Warrants,stocks,us,XNAS,WARRANT,True,usd,0001855886,BBG0145JZ889,,2022-05-09T00:00:00Z
ARCM,Arrow Reserve Capital Management ETF,stocks,us,BATS,ETF,True,usd,,BBG00GBV8NN9,BBG00GBV8PC6,2022-05-09T00:00:00Z
ARCO,ARCOS DORADOS HOLDINGS INC.,stocks,us,XNYS,CS,True,usd,0001508478,,,2022-05-09T00:00:00Z
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001768224,BBG00NNW8JK1,BBG00NNW8JL0,2022-05-09T00:00:00Z
ARDC,"ARES DYNAMIC CREDIT ALLOCATION FUND, INC.",stocks,us,XNYS,FUND,True,usd,0001515324,BBG001LJH325,BBG001V0WD35,2022-05-09T00:00:00Z
ARDS,Aridis Pharmaceuticals Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001614067,BBG005TNS1Z5,BBG005TNS201,2022-05-09T00:00:00Z
